name,type,subtype,environment_tags,movement,special_abilities,cr
Lorelei,aberration,aquatic,any coastlines,walk:20;climb:20;swim:20,murmur (su);poison (ex);vortex (su);murmur;poison;vortex,12.0
Lukwata,magical beast,aquatic,warm rivers;lakes;swamps,swim:40,damage reduction (ex);digest magic (su);dispelling bite (su);eldritch encrustation (su);capsize;digest magic;dispelling bite,11.0
Lunar Naga,aberration,,any land,walk:40,hypnosis (su);poison (ex);hypnosis;sneak attack +3d6,6.0
Lunarma,aberration,,any underground,walk:0;fly:60,barbed carapace (ex);breath weapon (su);implant eggs (ex);breath weapon;constrict;implant eggs,6.0
Lurker Above,aberration,,any underground,walk:10;climb:5;fly:40,smother (ex);constrict;smother,7.0
Lurker In Light,fey,extraplanar,any land,walk:30;fly:30,blend with light (su);daylight door (sp);poison (ex);ritual gate (su);sneak attack +3d6,5.0
Lyrakien,outsider,azata; chaotic; extraplanar; good,any,walk:30;fly:80,starlight blast (su);friend (su);starlight blast,2.0
Maenad,monstrous humanoid,,temperate forests;plains,walk:30,infectious dance (su);mad feast (su);poison (ex);infectious dance;poison,8.0
Maftet,monstrous humanoid,,temperate;warm deserts;mountains,walk:40;fly:60,paired weapons (ex);raptor dive (ex);runic tattoos (su);paired weapons;raptor dive,6.0
Magma Ooze,ooze,fire,any volcano;underground,walk:10;climb:10,lava body (ex);vulnerability to water (ex);burn;constrict,7.0
Magmin,outsider,elemental; extraplanar; fire,any land,walk:30,heated flesh (ex);searing aura (ex);burn,3.0
Maharaja,outsider,native; rakshasa; shapechanger,any,walk:40;fly:30,extra initiative (su);detect thoughts;extra initiative,20.0
Mammoth Flea,vermin,,temperate forests;hills;mountains;plains,walk:30,disease (ex);blood drain;disease,2.0
Manananggal,undead,,any land,walk:30;fly:100,separate (su);blood drain,7.0
Mandragora,plant,,cold;temperate forests,walk:40;burrow:10;climb:40,poison (ex);shriek (su);vulnerable to supernatural darkness (ex);blood drain;shriek,4.0
Manitou,outsider,native,any plains;forests,walk:30,positive energy aura (su);spirit stampede (su);token of fortune (su);spirit stampede,15.0
Manta Ray,animal,aquatic,warm oceans,swim:60,,1.0
Manticore,magical beast,,warm hills;marshes,walk:30;fly:50,spikes (ex),5.0
Marai,outsider,native; rakshasa; shapechanger,any,walk:40,confusion (su);energy bolts (ex);detect thoughts;energy bolts,8.0
Marid,outsider,extraplanar; water,any,walk:20;swim:60,water mastery (ex);fury (su);vortex (su);vortex;water mastery;water's fury,9.0
Marilith,outsider,chaotic; demon; evil; extraplanar,any,walk:40,crushing coils (ex);infuse weapon (su);multiweapon mastery (ex);constrict;infuse weapon;multiweapon mastery,17.0
Marsh Giant,humanoid,giant,temperate marshes,walk:40;swim:20,rock throwing,8.0
Marut,outsider,extraplanar; inevitable; lawful,any,walk:30,fists of lightning and thunder (su);fists of lightning and thunder,15.0
Mastodon Elephant,animal,,cold;temperate forests;plains,walk:40,trample,9.0
Medium Air Elemental,outsider,air; elemental; extraplanar,plane of air,fly:100,air mastery (ex);whirlwind,3.0
Medium Earth Elemental,outsider,earth; elemental; extraplanar,any,walk:20;burrow:20,earth glide (ex);earth mastery (ex);earth mastery,3.0
Medium Fire Elemental,outsider,elemental; extraplanar; fire,any,walk:50,burn,3.0
Medium Ice Elemental,outsider,air; cold; elemental; extraplanar; water,any land;water,walk:20;burrow:20;swim:60,ice glide (su);icewalking (ex);numbing cold (su);snow vision (ex);numbing cold,3.0
Medium Lightning Elemental,outsider,air; elemental; extraplanar,any,fly:100,metal mastery (ex);spark leap (ex);metal mastery;spark leap,3.0
Medium Magma Elemental,outsider,earth; elemental; extraplanar; fire,any,walk:20;burrow:20,burn (ex);earth glide (ex);lava puddle (su);burn;lava puddle,3.0
Medium Mud Elemental,outsider,earth; elemental; extraplanar; water,any land;water,walk:20;burrow:10;swim:30,earth glide (ex);entrap (ex);entrap,3.0
Medium Water Elemental,outsider,elemental; extraplanar; water,any,walk:20;swim:90,drench (ex);vortex (su);water mastery (ex);drench;vortex;water mastery,3.0
Medusa,monstrous humanoid,,temperate marshes;underground,walk:30,around vision (ex);petrifying gaze (su);poison (ex);petrifying gaze,7.0
Megalania,animal,,warm forests;plains,walk:30;swim:30,poison (ex);swallow whole,7.0
Megaloceros,animal,,cold;temperate forest;plains,walk:50,powerful charge,4.0
Megatherium,animal,,temperate;warm forest,walk:30;climb:10,rend,5.0
Meladaemon,outsider,daemon; evil; extraplanar,any,walk:30;fly:60,consumptive aura (su);disease (ex);hunger (su),11.0
Mephit,outsider,varies,any,walk:30;fly:40,breath weapon (su);breath weapon,3.0
Mercane,outsider,extraplanar,any land;underground,walk:30,secret chest (sp),5.0
Merfolk,humanoid,aquatic,temperate ocean,walk:5;swim:50,,0.3333333333333333
Mi-Go,plant,,any,walk:30;fly:50,deceptive (ex);evisceration (ex);item creation (ex);starflight (su);evisceration;grab;sneak attack +2d6,6.0
Mihstu,outsider,air; elemental; extraplanar,any,walk:20;fly:20,gaseous (ex);deadly embrace (ex);susceptible to cold (ex);wind defense (ex);deadly embrace,8.0
Mimic,aberration,shapechanger,any,walk:10,adhesive (ex);mimic object (ex);constrict,4.0
Mindslaver Mold,plant,,any,walk:5;climb:5,avoidance (ex);infestation (su);mold mindlink (su);spore pod (ex);spores (su);infestation;spores,3.0
Minotaur,monstrous humanoid,,temperate ruins;underground,walk:30,natural cunning (ex);powerful charge,4.0
Mist Drake,dragon,air,cold;temperate coasts;hills;marshes,walk:30;fly:80,fogburst (su);fogvision (ex);misty camouflage (ex);speed surge (ex);fogburst,5.0
Mite,fey,,any underground,walk:20;climb:20,hatred (ex);vermin empathy (ex);hatred,0.25
Mithral Golem,construct,,any,walk:50,fluid form (ex);immunity to magic (ex);quickness (ex);fluid form;quickness,16.0
Mobat,magical beast,,temperate;warm forests;hills;underground,walk:20;fly:40,screech (su);screech,3.0
Mobogo,magical beast,aquatic,temperate swamps,walk:30;fly:30;swim:40,swamp stride (ex);tongue (ex);vile croak (su);crush;pull;swallow whole;vile croak,10.0
Mogaru,magical beast,kaiju; water,warm forests;water,walk:100;swim:100,absorb energy (ex);breath weapon (su);firebolts (su);reflexive breath (ex);sense kaiju (su);susceptible to song (ex);breath weapon;ferocity;fast swallow;hurl foe;reflexive breath;swallow whole;trample,28.0
Mohrg,undead,,any,walk:30,create spawn (su);create spawn;paralysis,8.0
Monaciello,fey,,any urban,walk:30,magic bag (su);stymie channeling (su),1.0
Monadic Deva,outsider,angel; aquatic; extraplanar; good,any good-aligned plane,walk:40;fly:90,solid blow (su),12.0
Mongrelman,monstrous humanoid,,any ruins;underground,walk:30,,1.0
Monitor Lizard,animal,,warm forests;plains,walk:30;swim:30,poison (ex),2.0
Monkey,animal,,warm forests,walk:30;climb:30,,0.25
Monkey Swarm,animal,swarm,warm forests,walk:30;climb:20,coordinated swarm (ex);distraction,2.0
Moon-Beast,aberration,,any land,walk:50;climb:20,wisdom drain (su);rend,11.0
Moonflower,plant,,any land,walk:20,light pulse (su);pod prison (ex);pod spawn (ex);light pulse;pod prison,8.0
Morlock,monstrous humanoid,,any underground,walk:40;climb:30,expert climber (ex);leap attack (ex);swarming (ex);leap attack;sneak attack +1d6;swarming,2.0
Morrigna,outsider,extraplanar; psychopomp,any,walk:40;climb:15,spider sight (su);wrappings (su);wrappings,13.0
Mosquito Swarm,vermin,swarm,tropical swamps,walk:5;fly:40,bleed;disease;distraction,3.0
Moss Troll,humanoid,giant; shapechanger,cold;temperate forests,walk:30;climb:10,fear of fire (ex);tree climber (ex),3.0
Mothman,monstrous humanoid,,any land,walk:30;fly:60,agent of fate (sp);gaze (su);mind-warping gaze,6.0
Movanic Deva,outsider,angel; extraplanar; good,any good-aligned plane,walk:40;fly:60,s pacifism (ex);protected life force (ex),10.0
Mu Spore,plant,,any,walk:40;fly:30,grasping tendrils (ex);spore cough (su);spore cough;constrict;swallow whole,21.0
Mudlord,outsider,earth; elemental; water,temperate;warm marshes;underground,walk:30;swim:40,engulf (su);mudball (ex);vulnerable to magic (ex);engulf;smother,6.0
Mummified Gynosphinx,undead,augmented magical beast,warm ruins,walk:30;fly:50,burst of vengeance;dust stroke;pounce;rake,9.0
Mummy,undead,,any,walk:20,despair (su);mummy rot (su),5.0
Myceloid,plant,,any underground,walk:20,disease (su);spore cloud (ex);spore domination (sp);spore cloud,4.0
Myrmecoleon,magical beast,mythic,temperate plains;hills,walk:30;burrow:20;climb:20,death throes (ex);scalding spray (ex);blood drain;constrict;death throes;mythic power;scalding spray;trample,10.0
Nabasu,outsider,chaotic; demon; evil; native,any,walk:30;fly:60,consume life (su);gaze (su);consume life;death-stealing gaze;sneak attack +2d6,8.0
Nagaji,humanoid,reptilian,warm forests;hills,walk:30,,0.5
Nalfeshnee,outsider,chaotic; demon; evil; extraplanar,any,walk:30;fly:40,unholy nimbus (su);unholy nimbus,14.0
Naunet,outsider,chaotic; extraplanar; protean; shapechanger,any,walk:30;fly:30;swim:30,adaptive strike (su);coalesce chaos (su);confusion (su);adaptive strike;coalesce chaos;constrict,7.0
Necrocraft,undead,,any land;underground,walk:30;fly:30,,3.0
Necrophidius,construct,,any,walk:30,dance of death (ex);paralysis (su);dance of death,3.0
Neh-thalggu,aberration,,any,walk:10;fly:40,brain collection (ex);poison (ex);strange knowledge (ex);rend,8.0
Nemesis Devil,outsider,devil; evil; extraplanar; lawful,any,walk:40;fly:80,devil mark (su);false divinity (su);sleet storm  idol armor (su);infernal wound (su);infernal wound,18.0
Neothelid,aberration,,any underground,walk:30;fly:60,mind thrust (su);psychic crush (su);trace teleport (ex);breath weapon;mind thrust;psychic  crush;swallow whole,15.0
Nependis,monstrous humanoid,,temperate forests,walk:40;climb:30,abduct (ex);roar (su);abduct;roar,9.0
Nephilim,outsider,native,warm hills,walk:40,crushing blow (ex);mortal challenge (su);soul of sorrow (ex);crushing blow;mortal challenge,8.0
Nereid,fey,water,any aquatic,walk:30;swim:60,beguiling aura (su);drowning kiss (su);poison (ex);shawl (ex);transparency (su);unearthly grace (su);drowning kiss,10.0
Nessian Warhound,outsider,evil; extraplanar; fire; lawful,any,walk:40,breath weapon,9.0
Night Hag,outsider,evil; extraplanar,any evil-aligned plane,walk:30,disease (su);dream haunting (su);heartstone (su);dream haunting,9.0
Nightcrawler,undead,extraplanar; nightshade,any,walk:30;burrow:60,energy drain (su);poison (su);channel negative energy;energy drain;swallow whole,18.0
Nightgaunt,monstrous humanoid,extraplanar,any mountains,walk:30;fly:40,clutches (ex);faceless (ex);tickle (ex);clutches;tickle,4.0
Nightmare,outsider,evil; extraplanar,any,walk:40;fly:90,smoke (su);smoke,5.0
Nightmare Ettercap,aberration,,temperate forests,walk:30;climb:30;fly:10,poison (ex);spider empathy (ex);traps (ex);night terrors;poison;traps;web,4.0
Nightwalker,undead,extraplanar; nightshade,any,walk:40,fear gaze (su);swift sundering (su);channel energy;fear gaze;swift sundering,16.0
Nightwave,undead,aquatic; extraplanar; nightshade,any,fly:60;swim:60,blackest depths (su);energy drain (su);channel energy;energy drain;swallow whole,20.0
Nightwing,undead,extraplanar; nightshade,any,walk:30;fly:60,magic drain (su);channel energy,14.0
Ningyo,monstrous humanoid,aquatic,warm oceans,walk:20;swim:40,group grappler (ex);nocturnal undeath (su);poison flesh (ex);startle (su);swarming (ex);group grappler;startle;swarming,1.0
Nixie,fey,aquatic,temperate water,walk:20;swim:30,wild empathy (ex),1.0
Norn,fey,,cold mountains,walk:40,fated (su);shears (su);shift fate (su);snip thread (su);energy drain;shift fate;snip thread,18.0
Nosferatu,undead,augmented humanoid; human,any urban;ruins,walk:30,blood drain;dominate;sneak attack +5d6;telekinesis,10.0
Nosoi,outsider,extraplanar; psychopomp,any,walk:20;fly:50,haunting melody (su);haunting melody,2.0
Nuckelavee,fey,aquatic,cold swamps;coastlines,walk:50;swim:50,breath weapon (su);disease (su);breath weapon;trample,9.0
Nue,magical beast,,warm forests;mountains,walk:30,cloud form (su);poison (ex);energy drain;pounce,10.0
Nuglub,fey,,any underground;urban,walk:30;climb:20,kneecapper (ex),2.0
Nycar,dragon,aquatic,cold marshes,walk:30;swim:30,elusive (ex);poison (ex);poison,2.0
Nymph,fey,,temperate forest,walk:30;swim:20,blinding beauty (su);inspiration (su);stunning glance (su);unearthly grace (su);wild empathy (su);stunning glance,7.0
Nymph Water Strider,vermin,,any water,walk:30;fly:20,,0.25
Nyogoth,outsider,chaotic; evil; extraplanar; qlippoth,any,walk:5;fly:30,acid spray (su);horrific appearance (su);horrific appearance,10.0
Ocean Giant,humanoid,aquatic; giant,any oceans,walk:50;swim:40,conch focus (su);conch focus;rock throwing,14.0
Oceanid,fey,water,any oceans,walk:20;swim:80,water dependency (ex);water magic (su);water telekinesis (su);waveglide (su);water telekinesis,7.0
Ochre Jelly,ooze,,temperate underground;marshes,walk:10;climb:10,acid (ex);split (ex);constrict,5.0
Octopus,animal,aquatic,temperate;cold ocean,walk:200;swim:30,ink cloud (ex);jet (ex);poison (ex),1.0
Ogre,humanoid,giant,temperate;cold hills,walk:30,,3.0
Ogre Mage,outsider,giant; native; oni; shapechanger,cold hills,walk:40;fly:60,,8.0
Ogre Spider,vermin,,temperate;cold hills;underground,walk:40;climb:40,poison (ex);web,5.0
Ogrekin,humanoid,giant,any,walk:30,,2.0
Olethrodaemon,outsider,daemon; evil; extraplanar,any,walk:40;burrow:50,adamantine claws (ex);drain soul (su);breath (su);drain soul;soul-drained breath;trample,20.0
Oma,magical beast,,gas giants;vacuum,fly:200,capsize (ex);carrier (ex);starflight (ex);capsize;swallow whole,16.0
Omox,outsider,aquatic; chaotic; demon; evil; extraplanar,any,walk:40;climb:20;swim:80,liquid leap (sp);slime (su);smothering (ex);smothering,12.0
Orc,humanoid,,temperate hills;mountains;underground,walk:30,,0.3333333333333333
Orca,animal,,cold oceans,swim:80,,5.0
Oread,outsider,native,any land,walk:20,earth affinity (ex),0.5
Ostiarius,outsider,evil; extraplanar; kyton; lawful,any,walk:30,compel courage (ex);shadow traveler (ex);unnerving gaze (ex);bleed;compel courage;unnerving gaze,5.0
Otter,animal,,any water,walk:20;swim:30,,0.25
Otyugh,aberration,,any underground,walk:20,disease (ex);constrict,4.0
Owb,outsider,extraplanar,any land;underground,walk:5;fly:60,burning cold (su);curse of darkness (su);burning cold;curse of darkness,6.0
Owl,animal,,temperate forests,walk:10;fly:60,,0.3333333333333333
Owlbear,magical beast,,temperate forests,walk:30,,4.0
Pachycephalosaurus,animal,,warm;temperate plains,walk:40,clobbering charge (ex);clobbering charge,4.0
Pairaka,outsider,div; evil; extraplanar; shapechanger,any,walk:30;fly:50,disease (su);lustful dreams (su);lustful dreams,7.0
Pale Stranger,undead,,any,walk:30,pistols (su);luck (su);shot (ex);pistols;stranger's shot,10.0
Paracletus,outsider,aeon; extraplanar,any,fly:40,emotion aura (sp),2.0
Parasaurolophus,animal,,warm forests;plains,walk:30,trample,4.0
Pard,magical beast,,temperate;warm forests;plains,walk:120,empathy (su);phasing attack (su);phasing attack,3.0
Pazuzu,outsider,air; chaotic; demon; evil; extraplanar,any,walk:60;fly:150,aura of locusts (su);avian mastery (su);hear name (su);poison (ex);possession (su);profane wishcraft (su);swarm master (su);hear name;poison;possession;profane wishcraft;swarm master,30.0
Pech,fey,earth,any underground,walk:20,earth mastery (ex);pech magic (sp);stone knowledge (ex);earth mastery;pech magic;stone knowledge,3.0
Pegasus,magical beast,,temperate;warm plains,walk:60;fly:120,,3.0
Peluda,dragon,,temperate marshes;plains,walk:30;swim:30,poison (ex);quill barrage (ex);quills (ex);vulnerable tail (su);breath weapon;poison;quill barrage,10.0
Penanggalen,undead,augmented humanoid,any,fly:60,cackle hex (su);evil eye hex (su);misfortune hex (su);blood drain;create spawn;disease;hexes,5.0
Peri,outsider,good; native,any good-aligned plane,walk:30;fly:90,flame jump (sp);smoke sight (su);whirlwind dance (su);burn;whirlwind dance,14.0
Peryton,magical beast,,any,walk:30;fly:60,horrific critical (ex);shadow mark (su);horrific critical;shadow mark,4.0
Petitioner,outsider,extraplanar,any,walk:30,,1.0
Phantom Fungus,plant,,any underground,walk:20;climb:20,phantom flesh (su),3.0
Phase Spider,magical beast,,warm hills,walk:40;climb:20,ethereal ambush (ex);ethereal jaunt (su);poison (ex);ethereal ambush,5.0
Phoenix,magical beast,fire,warm desert;hills,walk:30;fly:90,resurrection (su);shroud of flame (su),15.0
Phycomid,plant,,any underground,walk:10,acid pellet (ex);spores (ex),4.0
Pickled Punk,undead,,any,walk:15,attach (ex);death throes (ex);irritant (ex);opportune (ex);attach;death throes;irritant,1.0
Pig,animal,,any,walk:30,,0.3333333333333333
Pipefox,magical beast,,any,walk:30;climb:20,,2.0
Piscodaemon,outsider,aquatic; daemon; evil; extraplanar,any,walk:30;swim:50,augmented critical (ex);poison (ex);constrict,10.0
Pit Fiend,outsider,devil; evil; extraplanar; lawful,any,walk:40;fly:60,devil shaping (su);disease (su);poison (ex);constrict 2d8+19;devil shaping,20.0
Pixie,fey,,temperate forests,walk:20;fly:60,invisibility (su);special arrows (su);special arrows,4.0
Plague Zombie,undead,,any,walk:30,death burst (ex);disease (su);staggered (ex);death burst,0.5
Planetar,outsider,angel; extraplanar; good,any good-aligned plane,walk:30;fly:90,,16.0
Plasma Ooze,ooze,,any,fly:30,magnetic pulse (su);plasma ray (su);constrict;engulf,16.0
Platypus,animal,,temperate;warm rivers,walk:10;swim:40,electrolocation (ex);poison (ex);semiaquatic (ex);poison,0.16666666666666666
Pleroma,outsider,aeon; extraplanar,any,walk:0;fly:60,energy touch (su);sphere of creation (su);sphere of oblivion (su);sphere of creation;sphere of oblivion,20.0
Pod-Spawned Guard Captain,plant,augmented humanoid,any,walk:30,weapon training,8.0
Poison Frog,animal,,warm marshes;aquatic,walk:10;swim:20,poison (ex),0.5
Poltergeist,undead,incorporeal,any,fly:20,frightener (su);rejuvenation (su);site bound (ex);telekinesis (su);frightener;telekinesis,2.0
Pony,animal,,temperate plains,walk:40,,0.5
Pooka,fey,,any,walk:30;fly:60,poison (su);poison,2.0
Popobala,monstrous humanoid,shapechanger,warm coasts;forests,walk:30;climb:30;fly:80,change shape (su);harvester of sorrow (su);horrid haunting (su);popobala fever (su);rend,15.0
Porcupine,animal,,temperate forests;plains,walk:30,quills (ex),0.25
Pseudodragon,dragon,,temperate forests,walk:15;fly:60,poison (ex),1.0
Pteranodon,animal,,warm coastline,walk:10;fly:50,,3.0
Pugwampi,fey,,warm hills,walk:30,unluck aura (su),0.5
Pukwudgie,monstrous humanoid,shapechanger,temperate forests;hills;mountains,walk:30,spawn undead (su);poison (su);quills (ex);sneak attack +3d6;spawn undead,7.0
Purple Worm,magical beast,,any underground,walk:20;burrow:20;swim:10,poison (ex);swallow whole,12.0
Purrodaemon,outsider,daemon; evil; extraplanar,any,walk:30;fly:60,weapon steep (su);weapon steep,18.0
Qallupilluk,monstrous humanoid,aquatic,cold oceans,walk:30;swim:40,cloying scent (su);curse of scales (su);curse of scales,7.0
Quasit,outsider,chaotic; demon; evil; extraplanar,any,walk:20;fly:50,poison (ex),2.0
Quickling,fey,,temperate forests,walk:120,natural invisibility (su);supernatural speed (su);slow susceptibility (ex);sneak attack +1d6,3.0
Quickwood,plant,,temperate forests,walk:10,fear aura (su);oaksight (su);roots (ex);spell absorption (su);pull,8.0
Raccoon,animal,,temperate forests,walk:20;climb:20,,0.5
Rakshasa,outsider,native; shapechanger,any,walk:40,detect thoughts (su);detect thoughts,10.0
Raktavarna,outsider,native; rakshasa; shapechanger,any,walk:20;climb:20;swim:20,change shape (su);eyes (su);poison (su);detect thoughts,2.0
Ram,animal,,temperate mountains,walk:40,powerful charge,1.0
Rast,outsider,extraplanar; fire,any,walk:5;fly:60,paralyzing gaze (su);blood drain;paralyzing gaze,5.0
Rat,animal,,any temperate,walk:15;climb:15;swim:15,,0.25
Rat King,magical beast,,any urban;underground,walk:30;climb:15;swim:15,disease (ex);plaguebringer (ex);speak with rats (ex);disease;plaguebringer,5.0
Rat Swarm,animal,swarm,any,walk:15;climb:15;swim:15,disease (ex);disease;distraction,2.0
Ratfolk,humanoid,ratfolk,warm deserts;urban,walk:20,swarming (ex);swarming,0.3333333333333333
Ratling,magical beast,,any urban,walk:30;burrow:10;climb:20;swim:30,scroll use (ex);sneak attack +1d6,2.0
Raven,animal,,any temperate,walk:10;fly:40,,0.16666666666666666
Red Wyrm Ravener,undead,fire,warm mountains,walk:40;fly:250,breath weapon;crush;manipulate flames;melt stone;soul consumption;soul magic;tail sweep,22.0
Redcap,fey,,temperate forests;mountains;underground,walk:60,boot stomp (ex);heavy weapons (ex);irreligious (ex);red cap (su),6.0
Reefclaw,aberration,aquatic,any water,walk:5;swim:40,death frenzy (su);grab (ex);poison (ex);death frenzy;constrict,1.0
Remorhaz,magical beast,,cold deserts;glaciers,walk:30;burrow:20,heat (su);heat;swallow whole,7.0
Retriever,construct,extraplanar,any,walk:50,eye rays (su);relentless (su);eye rays,11.0
Revenant,undead,,any land,walk:30,baleful shriek (su);reason to hate (su);sense murderer (su);baleful shriek;constrict,6.0
Rhinoceros,animal,,warm plains,walk:40,powerful charge,4.0
Riding Dog,animal,,any,walk:40,,1.0
Rift Drake,dragon,earth,warm hills;mountains,walk:30;climb:20;fly:60,clinging corrosion (su);savage bite (ex);speed surge (ex);bleed;clinging corrosion;pounce;savage bite,9.0
River Drake,dragon,aquatic; water,temperate rivers;lakes,walk:20;fly:60;swim:30,caustic mucus (su);speed surge (ex);caustic mucus;pounce,3.0
River Giant,humanoid,giant,any rivers,walk:40,rock throwing,6.0
Roc,animal,,warm mountains,walk:20;fly:80,,9.0
Rock Troll,humanoid,earth; giant,any underground,walk:30,sunlight petrification (ex);rend,6.0
Rokurokubi,monstrous humanoid,,any ruins,walk:30,elongate neck (ex);nightfall aura (su);no sleep (ex);curse (su);elongate neck;rokurokubi's curse,14.0
Roper,aberration,,any underground,walk:10,strands (ex);pull;strands,12.0
Rot Grub Swarm,vermin,swarm,any,walk:10,infestation (ex);distraction;infestation,7.0
Royal Naga,aberration,shapechanger,any land,walk:40,change shape (su);dual gaze (su);bleed;dual gaze;rend,11.0
Rukh,magical beast,,warm deserts;mountains,walk:40;fly:80,swallow whole,10.0
Rune Giant,humanoid,giant,cold mountains,walk:35,command giant (su);runes (ex);spark shower (su);command giants;runes;spark shower,17.0
Rusalka,fey,aquatic,any water,walk:30;swim:60,beckoning call (su);staggering touch (su);tresses (su);beckoning call;constrict;tresses,12.0
Rust Monster,aberration,,any underground,walk:40;climb:10,rust (su);scent metals (ex),3.0
Sabosan,monstrous humanoid,,warm forests;underground,walk:30;fly:40,dust cloud (ex);fell shriek (su);bleed;blood drain;dust cloud;fell shriek;powerful charge,5.0
Sacristan,outsider,evil; extraplanar; kyton; lawful,any,walk:30,shadow scream (su);unnerving gaze (ex);shadow scream;unnerving gaze,10.0
Sagari,aberration,,any forests,walk:10;fly:30,baleful whinny (su);flight (su);lashing strike (ex);baleful whinny;lashing strike,0.5
Saguaroi,plant,,warm deserts,walk:40,needle cone (ex);needle hide (ex);produce water (ex);needle cone,5.0
Sahuagin,monstrous humanoid,aquatic,temperate;warm ocean,walk:30;swim:60,blood frenzy (ex);speak with sharks (su);blood frenzy,2.0
Salamander,outsider,extraplanar; fire,any,walk:20,heat (ex);constrict;heat,6.0
Saltwater Merrow,humanoid,aquatic; giant,temperate oceans,walk:40;swim:40,,6.0
Samsaran,humanoid,samsaran,any land,walk:30,,0.5
Sandman,outsider,earth; elemental; extraplanar,any land,walk:30;burrow:30,sand form (su);sleep (su);sleep aura (su),3.0
Sapphire Jellyfish,vermin,aquatic,warm;temperate oceans,swim:30,electricity blast (ex);poison (ex);electricity blast,11.0
Sard,plant,,any forests,walk:50;climb:30,death throes (su);electrical jolt (su);planar acclimation (ex);poison (ex);thorns (ex),19.0
Sargassum Fiend,plant,aquatic,any oceans,walk:20;climb:20;swim:40,grab (ex);mirage (su);constrict;grab,9.0
Sasquatch,humanoid,sasquatch,temperate;cold forests,walk:40,pungency (ex);woodland stride (ex);rock throwing,2.0
Satyr,fey,,temperate forests,walk:40,pipes (su);pipes,4.0
Sayona,undead,,any land;underground,walk:30,absorb blood (su);create spawn (su);living form (su);staggering gaze (su);absorb blood;blood drain;fear cone;paralysis;staggering gaze,12.0
Scarecrow,construct,,any land,walk:20,fascinating gaze (su);fear (su);fascinating gaze,4.0
Scarlet Spider,vermin,,any land,walk:30,poison (ex);poison,0.25
Sceaduinar,outsider,extraplanar,any,walk:40;fly:90,entropic flesh (ex);entropic touch (ex);void child (ex);energy drain;entropic touch,7.0
Schir,outsider,chaotic; demon; evil; extraplanar,any,walk:30,disease (ex);powerful charge,4.0
Scrag,humanoid,giant; aquatic,cold mountains,walk:20;swim:40,rend,5.0
Scylla,aberration,aquatic,any water,walk:30;swim:50,bleed;constrict,16.0
Sea Bonze,undead,aquatic,any oceans,walk:40;swim:80,dooming gaze (su);capsize;dooming gaze,15.0
Sea Cat,magical beast,,warm coastlines,walk:10;swim:40,rend,4.0
Sea Drake,dragon,aquatic,any coastlines,walk:20;fly:60;swim:60,ball lightning breath (su);capsize (ex);speed surge (ex);ball lightning breath;capsize,6.0
Sea Hag,monstrous humanoid,aquatic,any aquatic,walk:30;swim:40,evil eye (su);horrific appearance (su);evil eye,4.0
Sea Serpent,magical beast,aquatic,any ocean,walk:20;swim:60,capsize (ex);elusive (su);capsize;constrict;swallow whole,12.0
Seaweed Leshy,plant,aquatic; leshy; shapechanger,any ocean;coastline,walk:20;swim:20,air cyst (su);water jet (ex);sneak attack +1d6,3.0
Seaweed Siren,magical beast,aquatic,any coastlines,walk:30;swim:30,cacophony (su);false heads (ex);sonic beams (su);staggering gaze (su);water dependency (ex);staggering gaze;trample,13.0
Selkie,monstrous humanoid,aquatic; shapechanger,cold oceans,walk:20;swim:50,echo of reason (su);shake (ex);powerful blows;shake,5.0
Sepid,outsider,div; evil; extraplanar,any,walk:40,deflect rays (su);rain of debris (su);rain of debris,14.0
Seps,magical beast,,temperate;warm deserts;forests,walk:30,acid blood (ex);liquefaction (su);poison (ex);poison,11.0
Serpentfolk,monstrous humanoid,,any land,walk:30,poison (ex),4.0
Seugathi,aberration,,any underground,walk:30,aura of madness (su);confusion command (su);item use (ex);poison (ex);confusion command,6.0
Shadow,undead,incorporeal,any,fly:40,create spawn (su);strength damage (su);create spawn,3.0
Shadow Demon,outsider,chaotic; demon; evil; extraplanar,any,fly:40,sprint (ex);shadow blend (su);sunlight powerlessness (ex);pounce;sprint;shadow blend,7.0
Shadow Drake,dragon,cold,any,walk:20;fly:90,shadow blend (su);speed surge (ex);stygian breath (su);stygian breath,2.0
Shadow Mastiff,outsider,evil; extraplanar,any,walk:50,bay (su);shadow blend (su);bay,5.0
Shadow Roper,outsider,augmented aberration,any underground,walk:10,strands (ex);pull;strands,13.0
Shae,outsider,extraplanar,any,walk:30,cold (su);lesser shadow evocation (sp),4.0
Shaggy Demodand,outsider,chaotic; demodand; evil; extraplanar,any,walk:40;fly:50,faith-stealing strike,18.0
Shaitan,outsider,earth; extraplanar,any,walk:20;burrow:60;climb:20,earth mastery (ex);metalmorph (su);stone curse (su);stone glide (su);earth mastery;metalmorph;stone curse,7.0
Shambling Mound,plant,,temperate forest;marshes,walk:20;swim:20,electric fortitude (ex);constrict,6.0
Shantak,magical beast,,cold mountains,walk:20;fly:80,share defenses (su);slippery (ex);starflight (su),8.0
Shard Slag,ooze,fire,any volcanoes;underground,walk:30;burrow:20,burrow (ex);excruciating burn (ex);molten form (ex);slag blades (ex);vulnerable to water (ex);excruciating burn;molten form;slag blades,8.0
Shark,animal,aquatic,any ocean,swim:60,keen scent (ex),2.0
